engine_number,cycle,setting_1,sensor_2_mean_5,sensor_2_std_5,sensor_3_mean_5,sensor_3_std_5,sensor_4_mean_5,sensor_4_std_5,sensor_6_mean_5,sensor_6_std_5,sensor_7_mean_5,sensor_7_std_5,sensor_8_mean_5,sensor_8_std_5,sensor_9_mean_5,sensor_9_std_5,sensor_11_mean_5,sensor_11_std_5,sensor_12_mean_5,sensor_12_std_5,sensor_13_mean_5,sensor_13_std_5,sensor_14_mean_5,sensor_14_std_5,sensor_15_mean_5,sensor_15_std_5,sensor_17_mean_5,sensor_17_std_5,sensor_20_mean_5,sensor_20_std_5,sensor_21_mean_5,sensor_21_std_5,sensor_2_mean_10,sensor_2_std_10,sensor_3_mean_10,sensor_3_std_10,sensor_4_mean_10,sensor_4_std_10,sensor_6_mean_10,sensor_6_std_10,sensor_7_mean_10,sensor_7_std_10,sensor_8_mean_10,sensor_8_std_10,sensor_9_mean_10,sensor_9_std_10,sensor_11_mean_10,sensor_11_std_10,sensor_12_mean_10,sensor_12_std_10,sensor_13_mean_10,sensor_13_std_10,sensor_14_mean_10,sensor_14_std_10,sensor_15_mean_10,sensor_15_std_10,sensor_17_mean_10,sensor_17_std_10,sensor_20_mean_10,sensor_20_std_10,sensor_21_mean_10,sensor_21_std_10,sensor_2_lag_1,sensor_3_lag_1,sensor_4_lag_1,sensor_6_lag_1,sensor_7_lag_1,sensor_8_lag_1,sensor_9_lag_1,sensor_11_lag_1,sensor_12_lag_1,sensor_13_lag_1,sensor_14_lag_1,sensor_15_lag_1,sensor_17_lag_1,sensor_20_lag_1,sensor_21_lag_1,sensor_2_lag_3,sensor_3_lag_3,sensor_4_lag_3,sensor_6_lag_3,sensor_7_lag_3,sensor_8_lag_3,sensor_9_lag_3,sensor_11_lag_3,sensor_12_lag_3,sensor_13_lag_3,sensor_14_lag_3,sensor_15_lag_3,sensor_17_lag_3,sensor_20_lag_3,sensor_21_lag_3
34,4,-0.0042,642.01,0.4523273151159169,1583.6975,7.587921871852245,1401.855,2.368536819782758,21.6075,0.0049999999999995,554.9475,0.2934138147168316,2388.0175,0.0262995563967899,9068.71,3.783155649278365,47.25,0.0355902608401042,522.2574999999999,0.3284686692313932,2388.0025,0.018929694486304,8147.9175,1.5985696731768089,8.3732,0.0126208821667373,391.5,1.0000000000000049,39.095,0.0967815409397218,23.43,0.0698010028581269,642.01,0.4523273151159169,1583.6975,7.587921871852245,1401.855,2.368536819782758,21.6075,0.0049999999999995,554.9475,0.2934138147168316,2388.0175,0.0262995563967899,9068.71,3.783155649278365,47.25,0.0355902608401042,522.2574999999999,0.3284686692313932,2388.0025,0.018929694486304,8147.9175,1.5985696731768089,8.3732,0.0126208821667373,391.5,1.0000000000000049,39.095,0.0967815409397218,23.43,0.0698010028581269,641.61,1580.34,1404.76,21.61,554.93,2388.04,9065.21,47.28,522.52,2388.0,8148.46,8.3811,391.0,39.17,23.3284,642.66,1574.94,1402.56,21.61,554.68,2388.02,9071.43,47.21,522.54,2388.03,8149.93,8.3864,391.0,39.18,23.4691
34,5,0.0017,641.982,0.3966988782439131,1583.238,6.651174332401776,1402.65,2.714332330426717,21.608,0.004472135954999,555.02,0.3014133374620403,2388.0060000000003,0.0343511280745936,9069.329999999998,3.557555340398796,47.24,0.0380788655293189,522.212,0.302109251761645,2387.99,0.0324037034922159,8147.566000000001,1.5919579140169038,8.37568,0.0122563045001337,391.6,0.8944271909999183,39.06,0.1146734494117981,23.41174,0.0729470561434809,641.982,0.3966988782439131,1583.238,6.651174332401776,1402.65,2.714332330426717,21.608,0.004472135954999,555.02,0.3014133374620403,2388.0060000000003,0.0343511280745936,9069.329999999998,3.557555340398796,47.24,0.0380788655293189,522.212,0.302109251761645,2387.99,0.0324037034922159,8147.566000000001,1.5919579140169038,8.37568,0.0122563045001337,391.6,0.8944271909999183,39.06,0.1146734494117981,23.41174,0.0729470561434809,641.88,1592.14,1400.88,21.6,555.36,2388.03,9065.71,47.28,522.1,2387.99,8146.47,8.3657,391.0,39.05,23.4411,641.89,1587.37,1399.22,21.61,554.82,2387.98,9072.49,47.23,521.87,2387.99,8146.81,8.3596,393.0,38.98,23.4814
34,6,0.0013,641.864,0.1642558979153827,1584.494,5.105886798588486,1401.88,3.241195766997092,21.608,0.004472135954999,555.152,0.2564566240127101,2388.0080000000003,0.0356370593624282,9069.234,3.492603613352097,47.23,0.0519615242270682,522.25,0.3600694377477651,2387.99,0.0324037034922159,8147.866,2.181130440849809,8.371500000000001,0.011205132752449,391.4,1.1401754250991336,39.00599999999999,0.1073778375643716,23.406,0.0682853937529843,641.9966666666667,0.3566323971075144,1582.9016666666666,6.005765285678988,1401.993333333333,2.9122751701490133,21.60833333333333,0.004082482904638,555.0733333333334,0.2995774802395538,2388.01,0.0322490309932123,9069.6,3.2499784614671414,47.22666666666667,0.0471875689844979,522.2983333333333,0.3431277701770296,2387.9966666666664,0.0332665998664627,8148.21,2.12505999915298,8.373983333333333,0.0117237223895257,391.3333333333333,1.0327955589886548,39.035,0.1194571052721458,23.416516666666663,0.0662866326393701,641.87,1581.4,1405.83,21.61,555.31,2387.96,9071.81,47.2,522.03,2387.94,8146.16,8.3856,392.0,38.92,23.3387,641.61,1580.34,1404.76,21.61,554.93,2388.04,9065.21,47.28,522.52,2388.0,8148.46,8.3811,391.0,39.17,23.3284
34,7,0.0018,641.8280000000001,0.1764086165695785,1584.8000000000002,5.360820832671111,1402.034,3.0983592432124234,21.608,0.004472135954999,555.0899999999999,0.3693913913452923,2388.012,0.0327108544676322,9067.744,3.3421819220383857,47.228,0.0521536192416232,522.366,0.2944995755514633,2387.996,0.0350713558336297,8147.384,2.6816841723071345,8.373140000000001,0.0094980524319463,391.0,0.7071067811865325,39.034,0.1167475909815716,23.38836,0.0537922206271503,641.9557142857144,0.343115973729811,1583.7585714285713,5.932763348759262,1401.707142857143,2.7642582747499587,21.608571428571427,0.0037796447300916,554.9928571428571,0.3465888190981009,2388.0085714285715,0.0296808419852327,9068.948571428573,3.4311049171338333,47.22571428571428,0.0431497944595896,522.3199999999999,0.3184336665618124,2388.0,0.0316227766017838,8147.665714285715,2.415980526569537,8.373099999999999,0.0109544511501034,391.2857142857143,0.9511897312113538,39.04714285714285,0.1136829341801566,23.413185714285717,0.0611495278960097,642.07,1581.22,1398.71,21.61,555.34,2388.03,9070.95,47.16,522.73,2388.03,8151.43,8.3655,390.0,38.91,23.4404,641.88,1592.14,1400.88,21.6,555.36,2388.03,9065.71,47.28,522.1,2387.99,8146.47,8.3657,391.0,39.05,23.4411
34,8,-0.0,641.932,0.1688786546605658,1586.082,4.760432753437497,1401.3200000000002,2.698684864892547,21.606,0.0054772255750514,555.146,0.3601805103000419,2387.996,0.0350713558333633,9068.598000000002,3.067029507519913,47.20399999999999,0.0497995983919587,522.49,0.4597281805588904,2387.992,0.035637059362518,8147.566000000001,2.801183678376451,8.3738,0.0102725362009582,391.2,0.8366600265340645,39.022000000000006,0.1013410084812668,23.42974,0.0724724982320881,641.9775,0.323584831005921,1584.1325,5.593569649925847,1401.6425,2.565728802058804,21.6075,0.0046291004988623,555.02,0.3299350585450893,2388.0025,0.0324037034919515,9069.015,3.182137646299915,47.2175,0.0462137889132056,522.4225,0.4134782771976062,2387.9975,0.0301188123462401,8147.87875,2.3165025207351304,8.3745125,0.0109003849866479,391.375,0.9161253813129092,39.055,0.1075705748400965,23.42845,0.0711974116704501,641.71,1588.9,1399.99,21.61,554.51,2388.0,9065.04,47.22,522.45,2388.02,8144.4,8.3678,391.0,39.12,23.3932,641.87,1581.4,1405.83,21.61,555.31,2387.96,9071.81,47.2,522.03,2387.94,8146.16,8.3856,392.0,38.92,23.3387
34,9,0.0016,641.982,0.1857955865997573,1583.806,3.754008524231067,1399.83,4.474639650295946,21.608,0.004472135954999,555.072,0.3428119017770689,2387.99,0.0299999999996746,9069.128,2.642833706459132,47.152,0.0782304288624335,522.5240000000001,0.428928898536803,2388.002,0.0414728827067636,8148.425999999999,3.031209329624567,8.379,0.0116372247550689,391.2,0.8366600265340645,39.05,0.1270826502713889,23.40778,0.0839035577314814,641.9944444444444,0.3069247102756114,1583.7577777777778,5.351707152343508,1400.73,3.640604345434927,21.607777777777777,0.0044095855184404,555.0166666666667,0.3087879531329021,2388.0022222222224,0.0303223423310149,9068.942222222222,2.9846137848042518,47.19555555555556,0.078757715671402,522.4055555555556,0.3900997023554206,2388.0022222222224,0.0315348132140982,8148.200000000001,2.3715448551525387,8.376422222222223,0.0116957019645865,391.3333333333333,0.8660254037844456,39.07,0.1102270384252436,23.417655555555555,0.0740548295371604,642.13,1586.75,1401.19,21.6,555.21,2387.96,9069.48,47.16,523.14,2387.98,8149.37,8.3844,392.0,39.11,23.5353,642.07,1581.22,1398.71,21.61,555.34,2388.03,9070.95,47.16,522.73,2388.03,8151.43,8.3655,390.0,38.91,23.4404
34,10,-0.0008,642.0360000000001,0.1843366485535009,1584.3300000000002,3.509073951913792,1396.7040000000002,4.689539423013931,21.608,0.004472135954999,554.96,0.337045990927135,2387.988,0.032710854467316,9067.602000000004,2.8976059083316907,47.136,0.0740270220932887,522.65,0.3282529512433706,2388.012,0.025884358211346,8148.175999999999,3.3040853499876923,8.38116,0.0139424890173878,390.8,0.8366600265340645,39.06,0.1157583690279038,23.43572,0.0782162834708993,642.009,0.2930092907135123,1583.784,5.046319230664857,1399.677,4.782198587818486,21.608,0.0042163702135571,554.99,0.3030951445778587,2387.9970000000003,0.033015148038361,9068.466,3.1915555246095364,47.188,0.0780028489508177,522.4309999999999,0.3764881582909948,2388.001,0.0299814757624292,8147.871000000001,2.4661145778556683,8.37842,0.0127083349726767,391.2,0.9189365834726936,39.06,0.1086278049120029,23.42373,0.0724138116046326,642.13,1580.76,1393.43,21.61,554.99,2388.0,9068.36,47.02,522.27,2388.04,8150.77,8.3917,391.0,39.19,23.3313,641.71,1588.9,1399.99,21.61,554.51,2388.0,9065.04,47.22,522.45,2388.02,8144.4,8.3678,391.0,39.12,23.3932
34,11,-0.004,642.2,0.4270831300811544,1585.584,3.228982811970404,1396.718,4.697123587899479,21.608,0.004472135954999,554.886,0.2658571044754663,2387.986,0.0296647939479258,9067.29,2.5042763425782875,47.134,0.0733484832835711,522.636,0.3254688925227433,2388.0080000000003,0.023874672772812,8146.910000000001,2.938001021103112,8.3837,0.0112787410644975,391.2,0.8366600265340645,39.08,0.0888819441731581,23.43688,0.0783459443749329,642.0319999999999,0.3527290430029355,1585.039,4.068249555330191,1399.2990000000002,4.677236719830766,21.608,0.0042163702135571,555.019,0.2833705857863329,2387.9970000000003,0.033015148038361,9068.262,3.0427794311559047,47.182,0.0784290195725453,522.443,0.3822172157295051,2387.9990000000003,0.0284604989415934,8147.387999999999,2.4909070190956006,8.377600000000001,0.0123969530306615,391.3,0.9486832980505188,39.04299999999999,0.1007802890781074,23.42144,0.0711710490453972,642.14,1584.02,1390.2,21.61,554.75,2387.95,9064.18,47.12,522.66,2387.99,8144.91,8.3964,390.0,38.97,23.4784,642.13,1586.75,1401.19,21.6,555.21,2387.96,9069.48,47.16,523.14,2387.98,8149.37,8.3844,392.0,39.11,23.5353
34,12,0.0012,642.2639999999999,0.3528172331390917,1585.48,3.1013303597005413,1395.0080000000005,4.763997271200173,21.608,0.004472135954999,554.9280000000001,0.2000499937517003,2387.978,0.0303315017755229,9065.298,6.108741277874037,47.112,0.0554075807087831,522.5999999999999,0.3593744565212973,2388.0,0.025495097568012,8146.992,2.85498161114956,8.383579999999998,0.0114913880797748,391.2,0.8366600265340645,39.054,0.0931665175908191,23.4452,0.0746703086909385,642.046,0.3492277194038118,1585.14,4.144375036654434,1398.521,5.297732114363254,21.608,0.0042163702135571,555.009,0.2927816782367246,2387.995,0.0347211110932518,9066.521,4.817847490783106,47.17,0.0794425019187501,522.483,0.3334016596639791,2387.998,0.0289827534924685,8147.187999999999,2.6194477789543478,8.37836,0.0113604772982663,391.1,0.7378647873726505,39.044,0.1001332445627665,23.41678,0.0682755821001269,642.89,1587.49,1398.78,21.61,554.97,2388.02,9069.39,47.15,522.66,2388.01,8145.1,8.3782,392.0,39.01,23.4462,642.13,1580.76,1393.43,21.61,554.99,2388.0,9068.36,47.02,522.27,2388.04,8150.77,8.3917,391.0,39.19,23.3313
34,13,0.0027,642.266,0.3518948706644115,1584.256,3.6363346930665545,1393.346,3.289480202099346,21.61,0.0,554.8340000000001,0.1339029499305581,2387.992,0.0356370593622455,9063.872,5.707474923291826,47.092,0.0516720427310568,522.4839999999999,0.1995745474752644,2388.004,0.0230217288666168,8146.173999999999,2.5755640159007065,8.386140000000001,0.0130410122306504,391.0,0.7071067811865325,39.042,0.0878635305459582,23.40886,0.0631905689165713,642.0989999999999,0.3141637930902753,1585.169,4.107909579227723,1397.333,5.070349648254669,21.608,0.0042163702135571,554.99,0.3044120015154927,2387.994,0.0333999334662896,9066.235,4.986263909760325,47.148,0.0759824541149637,522.487,0.3341340383073598,2387.998,0.0289827534924685,8146.870000000001,2.6408079571732745,8.37997,0.0128368436757453,391.1,0.7378647873726505,39.032,0.0900370294193819,23.4193,0.0650394581089906,642.03,1588.38,1391.44,21.61,554.72,2387.96,9055.08,47.11,522.27,2387.98,8144.81,8.3672,391.0,38.99,23.4348,642.14,1584.02,1390.2,21.61,554.75,2387.95,9064.18,47.12,522.66,2387.99,8144.91,8.3964,390.0,38.97,23.4784
