engine_number,cycle,setting_1,sensor_2_mean_5,sensor_2_std_5,sensor_3_mean_5,sensor_3_std_5,sensor_4_mean_5,sensor_4_std_5,sensor_6_mean_5,sensor_6_std_5,sensor_7_mean_5,sensor_7_std_5,sensor_8_mean_5,sensor_8_std_5,sensor_9_mean_5,sensor_9_std_5,sensor_11_mean_5,sensor_11_std_5,sensor_12_mean_5,sensor_12_std_5,sensor_13_mean_5,sensor_13_std_5,sensor_14_mean_5,sensor_14_std_5,sensor_15_mean_5,sensor_15_std_5,sensor_17_mean_5,sensor_17_std_5,sensor_20_mean_5,sensor_20_std_5,sensor_21_mean_5,sensor_21_std_5,sensor_2_mean_10,sensor_2_std_10,sensor_3_mean_10,sensor_3_std_10,sensor_4_mean_10,sensor_4_std_10,sensor_6_mean_10,sensor_6_std_10,sensor_7_mean_10,sensor_7_std_10,sensor_8_mean_10,sensor_8_std_10,sensor_9_mean_10,sensor_9_std_10,sensor_11_mean_10,sensor_11_std_10,sensor_12_mean_10,sensor_12_std_10,sensor_13_mean_10,sensor_13_std_10,sensor_14_mean_10,sensor_14_std_10,sensor_15_mean_10,sensor_15_std_10,sensor_17_mean_10,sensor_17_std_10,sensor_20_mean_10,sensor_20_std_10,sensor_21_mean_10,sensor_21_std_10,sensor_2_lag_1,sensor_3_lag_1,sensor_4_lag_1,sensor_6_lag_1,sensor_7_lag_1,sensor_8_lag_1,sensor_9_lag_1,sensor_11_lag_1,sensor_12_lag_1,sensor_13_lag_1,sensor_14_lag_1,sensor_15_lag_1,sensor_17_lag_1,sensor_20_lag_1,sensor_21_lag_1,sensor_2_lag_3,sensor_3_lag_3,sensor_4_lag_3,sensor_6_lag_3,sensor_7_lag_3,sensor_8_lag_3,sensor_9_lag_3,sensor_11_lag_3,sensor_12_lag_3,sensor_13_lag_3,sensor_14_lag_3,sensor_15_lag_3,sensor_17_lag_3,sensor_20_lag_3,sensor_21_lag_3
17,4,-0.0033,642.22,0.280594606743109,1587.3725,4.801419061069355,1399.74,5.477706332642049,21.61,0.0,554.145,0.3290896534380787,2387.9775,0.0262995563966554,9068.9425,1.122448959493004,47.25,0.0993310961716739,522.3075,0.2551306854666134,2388.0025,0.045734742446786,8151.3675,3.4692398302799536,8.4008,0.0150202086092923,391.5,1.2909944487358056,39.0175,0.1515200756775572,23.39465,0.043310468326568,642.22,0.280594606743109,1587.3725,4.801419061069355,1399.74,5.477706332642049,21.61,0.0,554.145,0.3290896534380787,2387.9775,0.0262995563966554,9068.9425,1.122448959493004,47.25,0.0993310961716739,522.3075,0.2551306854666134,2388.0025,0.045734742446786,8151.3675,3.4692398302799536,8.4008,0.0150202086092923,391.5,1.2909944487358056,39.0175,0.1515200756775572,23.39465,0.043310468326568,642.41,1593.29,1405.24,21.61,554.02,2387.94,9069.18,47.27,522.29,2387.99,8153.74,8.4051,392.0,39.02,23.3888,642.12,1585.15,1402.77,21.61,554.5,2388.0,9068.53,47.37,522.67,2388.07,8152.77,8.3882,391.0,38.84,23.3738
17,5,-0.0055,642.2059999999999,0.2450102038691201,1586.316,4.782382251556255,1399.224,4.882133754824828,21.61,0.0,554.222,0.3329714702493213,2387.982,0.0248997991958966,9069.282,1.2333774766870662,47.242,0.0878635305459535,522.304,0.2210882176869636,2387.994,0.0439317652729544,8150.839999999999,3.2276926743420646,8.39046,0.0265289087600671,391.4,1.1401754250991367,39.026,0.1325895923517357,23.40062,0.0398127115378992,642.2059999999999,0.2450102038691201,1586.316,4.782382251556255,1399.224,4.882133754824828,21.61,0.0,554.222,0.3329714702493213,2387.982,0.0248997991958966,9069.282,1.2333774766870662,47.242,0.0878635305459535,522.304,0.2210882176869636,2387.994,0.0439317652729544,8150.839999999999,3.2276926743420646,8.39046,0.0265289087600671,391.4,1.1401754250991367,39.026,0.1325895923517357,23.40062,0.0398127115378992,641.87,1588.87,1398.14,21.61,554.31,2387.98,9067.7,47.13,522.09,2387.98,8146.21,8.3897,390.0,39.0,23.359,642.48,1582.18,1392.81,21.61,553.75,2387.99,9070.36,47.23,522.18,2387.97,8152.75,8.4202,393.0,39.21,23.457
17,6,-0.0,642.206,0.2450102038691201,1588.382,6.179851939973975,1399.244,4.9004622230969,21.61,0.0,554.2239999999999,0.335082079496946,2387.984,0.0270185121722069,9069.490000000002,1.1603878661890112,47.214,0.0517687164221755,522.2,0.0883176086632831,2387.976,0.0114017542498592,8149.776,3.3082744747075084,8.39632,0.029023645532565,391.8,1.3038404810405282,39.062,0.0855569985448264,23.41514,0.0408122285595869,642.1916666666667,0.221938429900399,1587.8433333333332,5.68273056432091,1399.8316666666667,4.61343003270524,21.61,0.0,554.27,0.3201874451005173,2387.9866666666667,0.0250333111406732,9069.33,1.109414259868234,47.24,0.0787400787401166,522.2783333333333,0.2075010040136313,2387.991666666667,0.0397072621401083,8150.275000000001,3.201523075038068,8.394966666666667,0.0261703394450025,391.6666666666667,1.2110601416390032,39.025,0.1186170308176678,23.40825,0.040216203202192,642.15,1582.09,1397.16,21.61,554.53,2388.0,9070.64,47.21,522.29,2387.96,8148.73,8.3491,391.0,39.06,23.4245,642.41,1593.29,1405.24,21.61,554.02,2387.94,9069.18,47.27,522.29,2387.99,8153.74,8.4051,392.0,39.02,23.3888
17,7,-0.0017,642.142,0.1914941252361694,1588.764,5.744325896047383,1399.788,4.091939637873449,21.61,0.0,554.288,0.2385791273351547,2387.986,0.0279284800875501,9070.256,2.43850979083417,47.208000000000006,0.0511859355682746,522.288,0.2052315765178901,2387.97,0.0199999999992101,8149.916,3.476144415872511,8.384739999999999,0.0286623097464245,391.8,1.3038404810405282,39.036,0.0328633534503048,23.41298,0.0382481633545974,642.1871428571428,0.2029543697249846,1587.3071428571427,5.378074978669482,1399.217142857143,4.514412897545338,21.61,0.0,554.2414285714286,0.3019066396216069,2387.988571428571,0.0234012616672284,9070.024285714286,2.0975927245517565,47.23428571428571,0.0734522844793667,522.3271428571428,0.2292534467726632,2387.9842857142858,0.0411732691831536,8150.728571428571,3.159358735415928,8.3903,0.0268920682234244,391.8571428571428,1.2149857925879224,39.03285714285715,0.110259434322612,23.41367142857143,0.0394148328376397,642.12,1595.48,1402.87,21.61,554.51,2388.01,9069.57,47.23,522.15,2387.98,8147.45,8.4175,393.0,39.02,23.4464,641.87,1588.87,1398.14,21.61,554.31,2387.98,9067.7,47.13,522.09,2387.98,8146.21,8.3897,390.0,39.0,23.359
17,8,-0.0008,642.106,0.137949266036305,1587.388,5.186011955250494,1397.568,3.335771275132569,21.61,0.0,554.424,0.2414125100321165,2388.012,0.0342052627530842,9070.308,2.4124613986535786,47.216,0.0646529195009765,522.238,0.2331737549554292,2387.96,0.0199999999990822,8147.808,3.7615714801128712,8.38962,0.0344817632959805,391.6,1.341640786499874,39.028000000000006,0.0414728827066523,23.43262,0.0469503141629519,642.1925,0.1885091888627867,1587.195,4.989222670631473,1398.5825,4.548700756416966,21.61,0.0,554.29875,0.3231292311135076,2387.99875,0.0360307408432569,9069.95125,1.9529496921318357,47.24375,0.0730826342476191,522.29125,0.2352771921433537,2387.97875,0.0412093955998095,8149.7875,3.954811716666933,8.395199999999999,0.0284947614233114,391.75,1.1649647450214435,39.026250000000005,0.1037768898028003,23.4228375,0.044763056754427,642.16,1584.09,1395.53,21.61,554.07,2388.0,9074.19,47.2,522.62,2387.94,8153.45,8.3623,393.0,39.08,23.4462,642.15,1582.09,1397.16,21.61,554.53,2388.0,9070.64,47.21,522.29,2387.96,8148.73,8.3491,391.0,39.06,23.4245
17,9,-0.0022,642.034,0.2956856438854219,1586.668,5.178717988074017,1396.964,3.476741290346405,21.61,0.0,554.568,0.3477355316903944,2388.02,0.0291547594742721,9070.334,2.3777783748689583,47.246,0.0472228758124747,522.3059999999999,0.2287575135378693,2387.9700000000003,0.037416573867422,8148.617999999999,3.76748855340014,8.392680000000002,0.0351627928356101,392.0,0.9999999999999948,39.024,0.0456070170039626,23.40728,0.1003929130964936,642.1166666666667,0.2878367592924752,1586.9811111111112,4.710895468073054,1398.197777777778,4.4086783103833085,21.61,0.0,554.38,0.3882975663071014,2388.001111111111,0.034439963866271,9069.715555555556,1.9588843196515184,47.24777777777778,0.0694222186655276,522.3066666666667,0.2248888614404955,2387.9844444444443,0.0421637021355018,8149.84,3.702738851174951,8.396288888888888,0.0268538379214427,391.77777777777777,1.092906420717008,39.02111111111111,0.0982909513185774,23.401666666666667,0.076073007696554,642.23,1586.41,1394.14,21.61,554.7,2388.07,9069.44,47.31,522.04,2387.94,8143.2,8.4295,391.0,38.98,23.487,642.12,1595.48,1402.87,21.61,554.51,2388.01,9069.57,47.23,522.15,2387.98,8147.45,8.4175,393.0,39.02,23.4464
17,10,-0.0029,642.068,0.32104516816167,1587.886,4.505189230210061,1397.2959999999998,3.5779225816106623,21.61,0.0,554.6500000000001,0.383079626187576,2388.018,0.0311448230049344,9070.172,2.379310824586736,47.260000000000005,0.0441588043316457,522.28,0.2382225849914911,2387.974,0.037148351241721,8149.825999999999,4.672101240342044,8.41338,0.0335202476124523,392.2,0.8366600265340688,39.008,0.0438178046004078,23.40854,0.1007021251017084,642.137,0.2788886675519185,1587.101,4.45762629907694,1398.26,4.161196409153906,21.61,0.0,554.4359999999999,0.4066721311108691,2388.0,0.0326598632371037,9069.727,1.847208404292221,47.251,0.0662403032735939,522.292,0.2170407027879049,2387.984,0.0397771570403965,8150.333,3.823270996295253,8.40192,0.0309531473897785,391.8,1.0327955589886515,39.017,0.0935770627166005,23.40458,0.0723115912023945,641.51,1585.27,1395.12,21.61,555.03,2388.02,9067.83,47.28,522.43,2388.03,8150.26,8.405,392.0,38.98,23.2323,642.16,1584.09,1395.53,21.61,554.07,2388.0,9074.19,47.2,522.62,2387.94,8153.45,8.3623,393.0,39.08,23.4462
17,11,0.0005,642.1659999999999,0.4047591876659457,1586.158,1.5558181127629809,1396.094,1.8098839741817856,21.61,0.0,554.6020000000001,0.4184136709047775,2388.0260000000003,0.0336154726280208,9068.98,3.8156781834947857,47.274,0.0433589667773635,522.442,0.3678586685128367,2387.99,0.0538516480711836,8151.208,4.813426014805569,8.40804,0.0348020545370541,391.6,1.1401754250991367,39.004,0.0433589667773514,23.3989,0.0984537454848732,642.186,0.3161293687365532,1587.27,4.407191093353407,1397.669,3.85813844000212,21.61,0.0,554.413,0.4091468087510156,2388.005,0.0362859017618087,9069.235,2.672365785009194,47.244,0.05501514942874,522.321,0.2826246037886352,2387.983,0.0374314187695123,8150.492,3.966268327338126,8.40218,0.030835794496368,391.7,1.159501808728417,39.033,0.0708754776585901,23.40702,0.0715653982188476,642.32,1588.18,1398.82,21.61,554.94,2387.99,9069.83,47.28,522.16,2387.98,8154.77,8.4526,392.0,38.98,23.4308,642.23,1586.41,1394.14,21.61,554.7,2388.07,9069.44,47.31,522.04,2387.94,8143.2,8.4295,391.0,38.98,23.487
17,12,0.0001,642.118,0.4196069589508498,1586.988,1.2545796108661331,1396.276,1.784567174415134,21.61,0.0,554.662,0.3365560874505593,2388.0260000000003,0.0336154726280208,9066.974,2.924282818060526,47.278000000000006,0.0349284983931565,522.356,0.3661010789386379,2388.0060000000003,0.0466904701196554,8151.0,4.713761767421758,8.4208,0.0237942219877037,391.2,0.8366600265340793,38.98199999999999,0.0109544511500795,23.39532,0.0966120437626705,642.1299999999999,0.307751703668907,1587.876,4.030032257935504,1398.032,3.504758035712117,21.61,0.0,554.475,0.338370277129193,2388.006,0.0359629438913617,9068.615000000002,3.071732229359865,47.24300000000001,0.0553875236653318,522.322,0.2820874568876577,2387.988,0.0388158043411497,8150.458,3.946167761259135,8.40277,0.0312722471921105,391.5,1.0801234497346648,39.009,0.0366515120197429,23.40415,0.0698943051248732,642.61,1586.84,1396.86,21.61,554.27,2388.05,9063.61,47.3,522.96,2388.06,8154.36,8.3908,390.0,39.0,23.3982,641.51,1585.27,1395.12,21.61,555.03,2388.02,9067.83,47.28,522.43,2388.03,8150.26,8.405,392.0,38.98,23.2323
17,13,0.0,642.104,0.4160889328015976,1587.922,2.141522822666321,1396.742,1.334923218765824,21.61,0.0,554.71,0.3596526101671489,2388.0080000000003,0.0277488738512601,9068.066,4.609330754024909,47.25,0.0538516480713556,522.406,0.3271543978002315,2388.012,0.0370135110467265,8153.322,1.9745809682086344,8.418299999999999,0.0233032186618095,391.2,0.8366600265340793,38.966,0.0384707681233372,23.37616,0.0823282636765792,642.1049999999999,0.2922422891293594,1587.655,3.751092433471224,1397.155,2.43454878319933,21.61,0.0,554.567,0.325748710238869,2388.01,0.0294392028878041,9069.187,3.664090155368075,47.233,0.0588878406615284,522.322,0.2820874568876577,2387.986,0.0392145097861007,8150.565,4.057969525103439,8.403960000000001,0.0315955060095581,391.4,1.0749676997731683,38.997,0.0498998997994988,23.40439,0.0698398397923578,641.92,1588.24,1396.44,21.61,554.37,2388.0,9064.16,47.22,522.19,2388.02,8152.41,8.4261,391.0,38.97,23.4283,642.32,1588.18,1398.82,21.61,554.94,2387.99,9069.83,47.28,522.16,2387.98,8154.77,8.4526,392.0,38.98,23.4308
